movie,year,rating,runtime,genre,imdbscore,metascore,votes
Diary of a Wimpy Kid: Dog Days,2012.0,PG,94.0,"['Comedy', 'Family']",6.3,54.0,20971.0
Premium Rush,2012.0,PG-13,91.0,"['Action', 'Thriller']",6.5,66.0,107930.0
The ABCs of Death,2012.0,Not Rated,129.0,"['Comedy', 'Fantasy', 'Horror']",4.7,43.0,17674.0
Step Up Revolution,2012.0,PG-13,99.0,"['Drama', 'Music', 'Romance']",6.4,43.0,52814.0
The Campaign,2012.0,R,85.0,['Comedy'],6.1,50.0,122221.0
Disconnect,2012.0,R,115.0,"['Drama', 'Thriller']",7.5,64.0,71880.0
Get the Gringo,2012.0,R,96.0,"['Action', 'Crime', 'Drama']",7.0,60.0,101217.0
Ruby Sparks,2012.0,R,104.0,"['Comedy', 'Drama', 'Fantasy']",7.2,67.0,93644.0
Compliance,2012.0,R,90.0,"['Crime', 'Drama', 'Horror']",6.4,68.0,30137.0
The Tall Man,2012.0,R,106.0,"['Crime', 'Drama', 'Horror']",5.9,52.0,37956.0
Upside Down,2012.0,PG-13,109.0,"['Drama', 'Fantasy', 'Romance']",6.4,45.0,68180.0
The Magic of Belle Isle,2012.0,PG,109.0,"['Comedy', 'Drama']",7.0,46.0,17006.0
The Man with the Iron Fists,2012.0,R,95.0,['Action'],5.4,51.0,59477.0
The Baytown Outlaws,2012.0,R,98.0,"['Action', 'Comedy', 'Crime']",6.4,33.0,13445.0
Hitchcock,2012.0,PG-13,98.0,"['Biography', 'Drama', 'Romance']",6.8,55.0,70543.0
American Mary,2012.0,R,103.0,"['Drama', 'Horror']",6.3,46.0,21440.0
The Lords of Salem,2012.0,R,101.0,"['Horror', 'Thriller']",5.1,57.0,26711.0
One for the Money,2012.0,PG-13,91.0,"['Action', 'Comedy', 'Crime']",5.3,22.0,39709.0
Wadjda,2012.0,PG,98.0,"['Comedy', 'Drama']",7.5,81.0,17732.0
The Guilt Trip,2012.0,PG-13,95.0,"['Comedy', 'Drama']",5.7,50.0,34704.0
To Rome with Love,2012.0,R,112.0,"['Comedy', 'Music', 'Romance']",6.3,54.0,82436.0
The Possession,2012.0,PG-13,92.0,"['Horror', 'Mystery', 'Thriller']",5.9,45.0,55537.0
About Cherry,2012.0,R,98.0,['Drama'],4.8,33.0,9535.0
John Dies at the End,2012.0,R,99.0,"['Comedy', 'Fantasy', 'Horror']",6.4,53.0,35483.0
Bullet to the Head,2012.0,R,92.0,"['Action', 'Crime', 'Thriller']",5.7,48.0,46451.0
To the Wonder,2012.0,R,112.0,"['Drama', 'Romance']",5.9,58.0,26522.0
The Sapphires,2012.0,PG-13,103.0,"['Biography', 'Comedy', 'Drama']",7.0,67.0,12762.0
Promised Land,2012.0,R,106.0,['Drama'],6.6,55.0,35718.0
A Thousand Words,2012.0,PG-13,91.0,"['Comedy', 'Drama']",5.9,26.0,38531.0
ATM,2012.0,R,90.0,"['Horror', 'Thriller']",4.7,34.0,22339.0
The Broken Circle Breakdown,2012.0,Not Rated,111.0,"['Drama', 'Music', 'Romance']",7.8,70.0,38219.0
Great Expectations,2012.0,PG-13,128.0,"['Drama', 'Romance']",6.4,60.0,11938.0
Chasing Mavericks,2012.0,PG,116.0,"['Biography', 'Drama', 'Sport']",7.2,45.0,30070.0
Stand Up Guys,2012.0,R,95.0,"['Comedy', 'Crime', 'Thriller']",6.5,41.0,51999.0
ParaNorman,2012.0,PG,92.0,"['Animation', 'Adventure', 'Comedy']",7.0,72.0,91102.0
Robot & Frank,2012.0,PG-13,89.0,"['Comedy', 'Crime', 'Drama']",7.1,67.0,60768.0
Bachelorette,2012.0,R,87.0,"['Comedy', 'Romance']",5.3,53.0,44427.0
The Sessions,2012.0,R,95.0,"['Biography', 'Comedy', 'Drama']",7.2,79.0,40622.0
Ookami kodomo no Ame to Yuki,2012.0,PG,117.0,"['Animation', 'Drama', 'Family']",8.1,71.0,36060.0
Resolution,2012.0,Not Rated,93.0,"['Drama', 'Horror', 'Mystery']",6.4,80.0,12990.0
The Raven,2012.0,R,110.0,"['Crime', 'Mystery', 'Thriller']",6.4,44.0,81163.0
Beasts of the Southern Wild,2012.0,PG-13,93.0,"['Adventure', 'Drama', 'Fantasy']",7.3,86.0,79398.0
No One Lives,2012.0,R,86.0,"['Horror', 'Thriller']",6.0,26.0,17982.0
The Angels' Share,2012.0,R,101.0,"['Comedy', 'Crime', 'Drama']",7.0,66.0,22858.0
Hope Springs,2012.0,PG-13,100.0,"['Comedy', 'Drama', 'Romance']",6.3,65.0,39790.0
The Odd Life of Timothy Green,2012.0,PG,105.0,"['Comedy', 'Drama', 'Family']",6.6,47.0,44159.0
Black Rock,2012.0,R,83.0,"['Horror', 'Thriller']",4.7,46.0,8029.0
Paranormal Activity 4,2012.0,R,88.0,"['Horror', 'Mystery', 'Thriller']",4.6,40.0,60655.0
The Pirates! Band of Misfits,2012.0,PG,88.0,"['Animation', 'Adventure', 'Comedy']",6.7,73.0,43635.0
Antiviral,2012.0,Not Rated,108.0,"['Horror', 'Mystery', 'Sci-Fi']",5.7,55.0,11547.0
Stolen,2012.0,R,96.0,"['Action', 'Crime', 'Thriller']",5.5,43.0,42342.0
The Bay,2012.0,R,84.0,"['Horror', 'Sci-Fi', 'Thriller']",5.6,65.0,24597.0
Sightseers,2012.0,Not Rated,88.0,"['Adventure', 'Comedy', 'Crime']",6.5,69.0,25954.0
The Thieves,2012.0,Not Rated,135.0,"['Action', 'Comedy', 'Crime']",6.8,75.0,8560.0
Talaash,2012.0,Not Rated,140.0,"['Crime', 'Drama', 'Mystery']",7.2,65.0,37980.0
Liberal Arts,2012.0,PG-13,97.0,"['Comedy', 'Drama', 'Romance']",6.7,55.0,35237.0
Thanks for Sharing,2012.0,R,112.0,"['Comedy', 'Drama', 'Romance']",6.4,54.0,25893.0
Deadfall,2012.0,R,95.0,"['Crime', 'Drama', 'Thriller']",6.3,52.0,37368.0
Out in the Dark,2012.0,Not Rated,96.0,"['Drama', 'Romance', 'Thriller']",7.5,69.0,7242.0
Much Ado About Nothing,2012.0,PG-13,109.0,"['Comedy', 'Drama', 'Romance']",7.1,78.0,15809.0
Celeste & Jesse Forever,2012.0,R,92.0,"['Comedy', 'Drama', 'Romance']",6.6,59.0,28366.0
The Giant Mechanical Man,2012.0,PG-13,94.0,"['Comedy', 'Drama', 'Romance']",6.7,43.0,9335.0
Broken,2012.0,Not Rated,91.0,"['Drama', 'Romance']",7.3,53.0,13013.0
28 Hotel Rooms,2012.0,Not Rated,82.0,"['Drama', 'Romance']",5.8,50.0,2948.0
Cockneys vs Zombies,2012.0,Not Rated,88.0,"['Action', 'Comedy', 'Horror']",5.9,52.0,18038.0
Ginger & Rosa,2012.0,PG-13,90.0,['Drama'],6.3,69.0,10124.0
Sap ji sang ciu,2012.0,PG-13,109.0,"['Action', 'Adventure', 'Comedy']",6.1,29.0,20492.0
[REC] 3: Genesis,2012.0,R,80.0,"['Action', 'Comedy', 'Horror']",5.0,45.0,32292.0
Universal Soldier: Day of Reckoning,2012.0,R,114.0,"['Action', 'Horror', 'Mystery']",5.0,58.0,18849.0
Girl Most Likely,2012.0,PG-13,103.0,['Comedy'],5.8,38.0,14485.0
Parental Guidance,2012.0,PG,105.0,"['Comedy', 'Family']",6.0,36.0,24403.0
Starlet,2012.0,Not Rated,103.0,['Drama'],6.8,74.0,6651.0
Sexual Chronicles of a French Family,2012.0,Not Rated,85.0,"['Comedy', 'Drama', 'Romance']",5.3,34.0,3761.0
Dans la maison,2012.0,R,105.0,"['Drama', 'Mystery', 'Thriller']",7.4,72.0,28718.0
People Like Us,2012.0,PG-13,114.0,"['Comedy', 'Drama']",7.1,49.0,40711.0
Fun Size,2012.0,PG-13,86.0,"['Adventure', 'Comedy']",5.4,37.0,13386.0
Smashed,2012.0,R,81.0,['Drama'],6.8,71.0,16139.0
Casa de mi Padre,2012.0,R,84.0,"['Comedy', 'Western']",5.5,52.0,19841.0
The Brass Teapot,2012.0,R,101.0,"['Comedy', 'Fantasy', 'Thriller']",6.4,43.0,14249.0
Big Miracle,2012.0,PG,107.0,"['Biography', 'Drama', 'Family']",6.5,61.0,18277.0
Playing for Keeps,2012.0,PG-13,105.0,"['Comedy', 'Romance', 'Sport']",5.7,27.0,28163.0
Good Deeds,2012.0,PG-13,110.0,"['Comedy', 'Drama', 'Romance']",5.5,43.0,7266.0
Snowpiercer,2013.0,R,126.0,"['Action', 'Drama', 'Sci-Fi']",7.1,84.0,288506.0
The Wolf of Wall Street,2013.0,R,180.0,"['Biography', 'Crime', 'Drama']",8.2,75.0,1117788.0
Prisoners,2013.0,R,153.0,"['Crime', 'Drama', 'Mystery']",8.1,70.0,570228.0
Her,2013.0,R,126.0,"['Drama', 'Romance', 'Sci-Fi']",8.0,90.0,513695.0
Man of Steel,2013.0,PG-13,143.0,"['Action', 'Adventure', 'Sci-Fi']",7.0,55.0,672687.0
Iron Man Three,2013.0,PG-13,130.0,"['Action', 'Adventure', 'Sci-Fi']",7.2,62.0,732161.0
The Great Gatsby,2013.0,PG-13,143.0,"['Drama', 'Romance']",7.2,55.0,460143.0
We're the Millers,2013.0,R,110.0,"['Comedy', 'Crime']",7.0,44.0,390309.0
Frozen,2013.0,PG,102.0,"['Animation', 'Adventure', 'Comedy']",7.4,75.0,554709.0
Rush,2013.0,R,123.0,"['Biography', 'Drama', 'Sport']",8.1,74.0,416880.0
Thor: The Dark World,2013.0,PG-13,112.0,"['Action', 'Adventure', 'Fantasy']",6.9,54.0,575406.0
The Conjuring,2013.0,R,112.0,"['Horror', 'Mystery', 'Thriller']",7.5,68.0,424607.0
12 Years a Slave,2013.0,R,134.0,"['Biography', 'Drama', 'History']",8.1,96.0,615293.0
About Time,2013.0,R,123.0,"['Comedy', 'Drama', 'Fantasy']",7.8,55.0,285224.0
Under the Skin,2013.0,R,108.0,"['Drama', 'Horror', 'Sci-Fi']",6.3,79.0,123480.0
Blue Is the Warmest Colour,2013.0,NC-17,180.0,"['Drama', 'Romance']",7.7,88.0,133038.0
Enemy,2013.0,R,91.0,"['Drama', 'Mystery', 'Thriller']",6.9,61.0,157853.0
Oblivion,2013.0,PG-13,124.0,"['Action', 'Adventure', 'Sci-Fi']",7.0,54.0,472602.0
Furious 6,2013.0,PG-13,130.0,"['Action', 'Adventure', 'Crime']",7.1,61.0,360078.0
The Hunger Games: Catching Fire,2013.0,PG-13,146.0,"['Action', 'Adventure', 'Mystery']",7.5,76.0,597574.0
Pacific Rim,2013.0,PG-13,131.0,"['Action', 'Adventure', 'Sci-Fi']",6.9,65.0,456825.0
Now You See Me,2013.0,PG-13,115.0,"['Crime', 'Mystery', 'Thriller']",7.3,50.0,578941.0
Lone Survivor,2013.0,R,121.0,"['Action', 'Biography', 'Drama']",7.5,60.0,258834.0
Nymphomaniac: Vol. I,2013.0,Not Rated,117.0,['Drama'],6.9,64.0,113152.0
Grown Ups 2,2013.0,PG-13,101.0,['Comedy'],5.4,19.0,135805.0
Coherence,2013.0,Not Rated,89.0,"['Drama', 'Horror', 'Mystery']",7.2,65.0,99987.0
American Hustle,2013.0,R,138.0,"['Crime', 'Drama']",7.2,90.0,436354.0
World War Z,2013.0,PG-13,116.0,"['Action', 'Adventure', 'Horror']",7.0,63.0,583993.0
The Hobbit: The Desolation of Smaug,2013.0,PG-13,161.0,"['Adventure', 'Fantasy']",7.8,66.0,586168.0
This Is the End,2013.0,R,107.0,['Comedy'],6.6,67.0,374944.0
Gravity,2013.0,PG-13,91.0,"['Drama', 'Sci-Fi', 'Thriller']",7.7,96.0,747724.0
Monsters University,2013.0,G,104.0,"['Animation', 'Adventure', 'Comedy']",7.3,65.0,310210.0
Dallas Buyers Club,2013.0,R,117.0,"['Biography', 'Drama']",8.0,80.0,424489.0
The Family,2013.0,R,111.0,"['Comedy', 'Crime', 'Thriller']",6.3,42.0,107009.0
Locke,2013.0,R,85.0,['Drama'],7.1,81.0,129581.0
Star Trek Into Darkness,2013.0,PG-13,132.0,"['Action', 'Adventure', 'Sci-Fi']",7.7,72.0,456003.0
The World's End,2013.0,R,109.0,"['Action', 'Comedy', 'Sci-Fi']",7.0,81.0,250105.0
Movie 43,2013.0,R,94.0,['Comedy'],4.3,18.0,97140.0
Percy Jackson: Sea of Monsters,2013.0,PG,106.0,"['Adventure', 'Family', 'Fantasy']",5.8,39.0,106957.0
Olympus Has Fallen,2013.0,R,119.0,"['Action', 'Thriller']",6.5,41.0,250211.0
The Green Inferno,2013.0,R,100.0,"['Adventure', 'Horror']",5.3,38.0,36675.0
Homefront,2013.0,R,100.0,"['Action', 'Crime', 'Thriller']",6.5,40.0,103421.0
Elysium,2013.0,R,109.0,"['Action', 'Drama', 'Sci-Fi']",6.6,61.0,410590.0
The Way Way Back,2013.0,PG-13,103.0,"['Comedy', 'Drama']",7.4,68.0,137012.0
The Mortal Instruments: City of Bones,2013.0,PG-13,130.0,"['Action', 'Adventure', 'Fantasy']",5.9,33.0,125252.0
Evil Dead,2013.0,R,91.0,"['Fantasy', 'Horror', 'Thriller']",6.5,57.0,152515.0
The Butler,2013.0,PG-13,132.0,"['Biography', 'Drama']",7.2,65.0,105842.0
The Wolverine,2013.0,PG-13,126.0,"['Action', 'Adventure', 'Sci-Fi']",6.7,61.0,418685.0
Don Jon,2013.0,R,90.0,"['Comedy', 'Drama', 'Romance']",6.5,66.0,224046.0
Touchy Feely,2013.0,R,89.0,['Drama'],5.3,55.0,3467.0
2 Guns,2013.0,R,109.0,"['Action', 'Comedy', 'Thriller']",6.7,55.0,190202.0
Oldboy,2013.0,R,104.0,"['Action', 'Drama', 'Mystery']",5.7,49.0,66324.0
Warm Bodies,2013.0,PG-13,98.0,"['Comedy', 'Horror', 'Romance']",6.9,60.0,214871.0
Side Effects,2013.0,R,106.0,"['Crime', 'Drama', 'Mystery']",7.1,75.0,175982.0
Inside Llewyn Davis,2013.0,R,104.0,"['Comedy', 'Drama', 'Music']",7.5,93.0,133384.0
The Secret Life of Walter Mitty,2013.0,PG,114.0,"['Comedy', 'Drama', 'Fantasy']",7.3,54.0,285730.0
The Purge,2013.0,R,85.0,"['Horror', 'Thriller']",5.7,41.0,196019.0
Kick-Ass 2,2013.0,R,103.0,"['Action', 'Comedy', 'Crime']",6.5,41.0,248952.0
The Spectacular Now,2013.0,R,95.0,"['Comedy', 'Drama', 'Romance']",7.1,82.0,140473.0
Carrie,2013.0,R,100.0,"['Drama', 'Horror']",5.9,53.0,130128.0
Pain & Gain,2013.0,R,129.0,"['Action', 'Comedy', 'Crime']",6.4,45.0,195948.0
G.I. Joe: Retaliation,2013.0,PG-13,110.0,"['Action', 'Adventure', 'Sci-Fi']",5.8,41.0,170131.0
Captain Phillips,2013.0,PG-13,134.0,"['Biography', 'Crime', 'Drama']",7.8,82.0,407107.0
The Host,2013.0,PG-13,125.0,"['Action', 'Adventure', 'Drama']",5.9,35.0,108780.0
Before Midnight,2013.0,R,109.0,"['Drama', 'Romance']",7.9,94.0,133364.0
Escape Plan,2013.0,R,115.0,"['Action', 'Thriller']",6.7,49.0,221738.0
Lovelace,2013.0,R,93.0,"['Biography', 'Drama']",6.2,51.0,37574.0
Oz the Great and Powerful,2013.0,PG,130.0,"['Adventure', 'Family', 'Fantasy']",6.3,44.0,196312.0
Gangster Squad,2013.0,R,113.0,"['Action', 'Crime', 'Drama']",6.7,40.0,202310.0
Saving Mr. Banks,2013.0,PG-13,125.0,"['Biography', 'Comedy', 'Drama']",7.5,65.0,147476.0
The Lunchbox,2013.0,PG,104.0,"['Drama', 'Romance']",7.8,76.0,47302.0
Snitch,2013.0,PG-13,112.0,"['Action', 'Drama', 'Thriller']",6.4,51.0,81202.0
Riddick,2013.0,R,119.0,"['Action', 'Adventure', 'Sci-Fi']",6.4,49.0,150614.0
White House Down,2013.0,PG-13,131.0,"['Action', 'Drama', 'Thriller']",6.4,52.0,201035.0
Ender's Game,2013.0,PG-13,114.0,"['Action', 'Adventure', 'Family']",6.6,51.0,218426.0
Begin Again,2013.0,R,104.0,"['Comedy', 'Drama', 'Music']",7.4,62.0,137497.0
Only Lovers Left Alive,2013.0,R,123.0,"['Comedy', 'Drama', 'Fantasy']",7.3,79.0,87013.0
Blue Jasmine,2013.0,PG-13,98.0,['Drama'],7.3,78.0,187136.0
The Lone Ranger,2013.0,PG-13,150.0,"['Action', 'Adventure', 'Comedy']",6.4,37.0,216230.0
Jack the Giant Slayer,2013.0,PG-13,114.0,"['Adventure', 'Fantasy']",6.2,51.0,128506.0
RED 2,2013.0,PG-13,116.0,"['Action', 'Adventure', 'Comedy']",6.6,47.0,155391.0
Odd Thomas,2013.0,PG-13,97.0,"['Comedy', 'Fantasy', 'Horror']",6.8,45.0,46157.0
The Best Offer,2013.0,R,131.0,"['Crime', 'Drama', 'Mystery']",7.8,49.0,103497.0
Nymphomaniac: Vol. II,2013.0,Not Rated,124.0,['Drama'],6.7,60.0,84035.0
Oculus,2013.0,R,104.0,"['Horror', 'Mystery']",6.5,61.0,112914.0
Europa Report,2013.0,PG-13,90.0,"['Drama', 'Mystery', 'Sci-Fi']",6.4,68.0,65596.0
Out of the Furnace,2013.0,R,116.0,"['Action', 'Crime', 'Drama']",6.8,63.0,103237.0
Adoration,2013.0,R,112.0,"['Drama', 'Romance']",6.2,37.0,31246.0
After Earth,2013.0,PG-13,100.0,"['Action', 'Adventure', 'Sci-Fi']",4.8,33.0,187804.0
Horns,2013.0,R,120.0,"['Comedy', 'Crime', 'Drama']",6.5,46.0,74274.0
47 Ronin,2013.0,PG-13,128.0,"['Action', 'Drama', 'Fantasy']",6.3,28.0,142108.0
The Great Beauty,2013.0,Not Rated,141.0,['Drama'],7.8,86.0,77458.0
Beautiful Creatures,2013.0,PG-13,124.0,"['Drama', 'Fantasy', 'Romance']",6.1,52.0,82356.0
Machete Kills,2013.0,R,107.0,"['Action', 'Crime', 'Thriller']",5.6,41.0,72752.0
The Heat,2013.0,R,117.0,"['Action', 'Comedy', 'Crime']",6.6,60.0,158786.0
Anchorman 2: The Legend Continues,2013.0,PG-13,119.0,['Comedy'],6.3,61.0,163776.0
Safe Haven,2013.0,PG-13,115.0,"['Drama', 'Romance', 'Thriller']",6.7,34.0,101401.0
Hansel & Gretel: Witch Hunters,2013.0,R,88.0,"['Action', 'Fantasy', 'Horror']",6.1,23.0,190680.0
The Internship,2013.0,PG-13,119.0,['Comedy'],6.3,42.0,185424.0
The Croods,2013.0,PG,98.0,"['Animation', 'Action', 'Adventure']",7.2,55.0,184743.0
The Hangover Part III,2013.0,R,100.0,"['Comedy', 'Crime']",5.8,30.0,285054.0
The Bling Ring,2013.0,R,90.0,"['Biography', 'Crime', 'Drama']",5.6,66.0,81155.0
August: Osage County,2013.0,R,121.0,"['Comedy', 'Drama']",7.2,58.0,82489.0
The Call,2013.0,R,94.0,"['Crime', 'Drama', 'Horror']",6.7,51.0,108696.0
The Frozen Ground,2013.0,R,105.0,"['Crime', 'Drama', 'Thriller']",6.4,37.0,54935.0
The Big Wedding,2013.0,R,89.0,"['Comedy', 'Drama', 'Romance']",5.6,28.0,46159.0
The Counselor,2013.0,R,117.0,"['Crime', 'Drama', 'Thriller']",5.3,48.0,94607.0
Only God Forgives,2013.0,R,90.0,"['Action', 'Crime', 'Drama']",5.7,37.0,104702.0
Young & Beautiful,2013.0,Not Rated,95.0,"['Drama', 'Romance']",6.7,63.0,30891.0
Despicable Me 2,2013.0,PG,98.0,"['Animation', 'Adventure', 'Comedy']",7.3,62.0,359903.0
What If,2013.0,PG-13,98.0,"['Comedy', 'Romance']",6.8,59.0,68083.0
A Good Day to Die Hard,2013.0,R,98.0,"['Action', 'Thriller']",5.3,28.0,194238.0
Blue Ruin,2013.0,R,90.0,"['Crime', 'Drama', 'Thriller']",7.1,78.0,63499.0
Stoker,2013.0,R,99.0,"['Drama', 'Thriller']",6.8,58.0,100771.0
Short Term 12,2013.0,R,96.0,['Drama'],8.0,82.0,78137.0
The Wind Rises,2013.0,PG-13,126.0,"['Animation', 'Biography', 'Drama']",7.8,83.0,67804.0
Mama,2013.0,PG-13,100.0,"['Horror', 'Thriller']",6.2,57.0,165257.0
Dark Skies,2013.0,PG-13,97.0,"['Horror', 'Sci-Fi', 'Thriller']",6.3,50.0,68240.0
Turbo,2013.0,PG,96.0,"['Animation', 'Adventure', 'Comedy']",6.4,58.0,80284.0
Redemption,2013.0,R,100.0,"['Action', 'Drama']",6.2,43.0,64010.0
Parker,2013.0,R,118.0,"['Action', 'Crime', 'Thriller']",6.2,42.0,110211.0
42,2013.0,PG-13,128.0,"['Biography', 'Drama', 'Sport']",7.5,62.0,81054.0
The Kings of Summer,2013.0,R,95.0,"['Adventure', 'Comedy', 'Drama']",7.1,61.0,75817.0
Filth,2013.0,R,97.0,"['Comedy', 'Crime', 'Drama']",7.1,56.0,98340.0
Life of Crime,2013.0,R,98.0,"['Comedy', 'Crime']",5.8,60.0,16737.0
Romeo & Juliet,2013.0,PG-13,118.0,"['Drama', 'Romance']",5.8,41.0,10751.0
The Zero Theorem,2013.0,R,107.0,"['Comedy', 'Drama', 'Fantasy']",6.1,50.0,44196.0
Insidious: Chapter 2,2013.0,PG-13,106.0,"['Horror', 'Mystery', 'Thriller']",6.6,40.0,149519.0
The Book Thief,2013.0,PG-13,131.0,"['Drama', 'War']",7.6,53.0,124071.0
Scary Movie 5,2013.0,PG-13,86.0,"['Comedy', 'Horror']",3.5,11.0,63456.0
Fruitvale Station,2013.0,R,85.0,"['Biography', 'Crime', 'Drama']",7.5,85.0,71890.0
Flu,2013.0,Not Rated,122.0,"['Action', 'Drama', 'Sci-Fi']",6.7,40.0,9864.0
Grudge Match,2013.0,PG-13,113.0,"['Comedy', 'Drama', 'Sport']",6.4,35.0,56372.0
The Incredible Burt Wonderstone,2013.0,PG-13,100.0,['Comedy'],5.9,44.0,69563.0
Nebraska,2013.0,R,115.0,"['Adventure', 'Comedy', 'Drama']",7.7,87.0,109519.0
We Are What We Are,2013.0,R,105.0,"['Drama', 'Horror', 'Thriller']",5.9,71.0,19244.0
Broken City,2013.0,R,109.0,"['Action', 'Crime', 'Drama']",6.2,49.0,74160.0
21 & Over,2013.0,R,93.0,['Comedy'],5.8,34.0,70816.0
The Last Stand,2013.0,R,107.0,"['Action', 'Thriller']",6.3,54.0,130742.0
Labor Day,2013.0,PG-13,111.0,"['Drama', 'Romance', 'Thriller']",6.9,52.0,41126.0
Upstream Color,2013.0,Not Rated,96.0,"['Drama', 'Sci-Fi']",6.7,81.0,30289.0
The Immigrant,2013.0,R,120.0,"['Drama', 'Romance']",6.6,77.0,28743.0
Kill Your Darlings,2013.0,R,104.0,"['Biography', 'Drama', 'Romance']",6.5,65.0,34232.0
The Tale of The Princess Kaguya,2013.0,PG,137.0,"['Animation', 'Adventure', 'Drama']",8.0,89.0,34531.0
The Grandmaster,2013.0,PG-13,130.0,"['Action', 'Biography', 'Drama']",6.6,73.0,30324.0
R.I.P.D.,2013.0,PG-13,96.0,"['Action', 'Adventure', 'Comedy']",5.6,25.0,114682.0
Epic,2013.0,PG,102.0,"['Animation', 'Adventure', 'Family']",6.7,52.0,98013.0
Trance,2013.0,R,101.0,"['Crime', 'Drama', 'Mystery']",6.9,61.0,107856.0
Night Train to Lisbon,2013.0,R,111.0,"['Mystery', 'Romance', 'Thriller']",6.8,30.0,17683.0
The To Do List,2013.0,R,104.0,"['Comedy', 'Romance']",5.8,61.0,35779.0
The Colony,2013.0,Not Rated,95.0,"['Action', 'Horror', 'Sci-Fi']",5.3,28.0,42202.0
Jobs,2013.0,PG-13,128.0,"['Biography', 'Drama']",5.9,44.0,91889.0
A Haunted House,2013.0,R,86.0,"['Comedy', 'Fantasy']",5.0,20.0,42393.0
Ida,2013.0,PG-13,82.0,['Drama'],7.4,91.0,50774.0
Palo Alto,2013.0,R,100.0,['Drama'],6.2,69.0,26563.0
The Lifeguard,2013.0,R,98.0,"['Drama', 'Romance']",5.6,34.0,13702.0
A Teacher,2013.0,Not Rated,75.0,"['Drama', 'Romance']",4.7,47.0,4192.0
Starred Up,2013.0,Not Rated,106.0,"['Crime', 'Drama']",7.4,81.0,41910.0
Cloudy with a Chance of Meatballs 2,2013.0,PG,95.0,"['Animation', 'Adventure', 'Comedy']",6.4,59.0,86686.0
Dead Man Down,2013.0,R,118.0,"['Action', 'Crime', 'Drama']",6.5,39.0,62803.0
A.C.O.D.,2013.0,R,88.0,['Comedy'],5.6,50.0,12548.0
All Is Lost,2013.0,PG-13,106.0,"['Action', 'Adventure', 'Drama']",6.9,87.0,74073.0
Last Vegas,2013.0,PG-13,105.0,"['Comedy', 'Drama']",6.6,48.0,125242.0
Enough Said,2013.0,PG-13,93.0,"['Comedy', 'Drama', 'Romance']",7.0,78.0,57489.0
How I Live Now,2013.0,R,101.0,"['Romance', 'Sci-Fi', 'Thriller']",6.5,57.0,27420.0
Diana,2013.0,PG-13,113.0,"['Biography', 'Drama', 'Romance']",5.5,35.0,18495.0
Drinking Buddies,2013.0,R,90.0,"['Comedy', 'Drama', 'Romance']",6.1,71.0,55005.0
Knights of Badassdom,2013.0,R,86.0,"['Action', 'Adventure', 'Comedy']",5.6,56.0,18811.0
Open Grave,2013.0,R,102.0,"['Horror', 'Mystery', 'Thriller']",6.2,33.0,27190.0
Tracks,2013.0,PG-13,112.0,"['Biography', 'Drama']",7.2,78.0,26822.0
Philomena,2013.0,PG-13,98.0,"['Biography', 'Comedy', 'Drama']",7.6,77.0,91836.0
Paranoia,2013.0,PG-13,106.0,"['Drama', 'Thriller']",5.7,32.0,34256.0
Devil's Pass,2013.0,R,100.0,"['Horror', 'Mystery', 'Thriller']",5.7,49.0,22178.0
Joe,2013.0,R,117.0,"['Crime', 'Drama']",6.9,74.0,44415.0
The Canyons,2013.0,R,99.0,"['Drama', 'Thriller']",3.8,36.0,10251.0
In a World...,2013.0,R,93.0,['Comedy'],6.7,79.0,30251.0
Nurse 3D,2013.0,R,84.0,"['Horror', 'Thriller']",4.5,29.0,9274.0
The Double,2013.0,R,93.0,"['Comedy', 'Drama', 'Mystery']",6.5,68.0,46082.0
The Fifth Estate,2013.0,R,128.0,"['Biography', 'Crime', 'Drama']",6.2,49.0,37713.0
Chennai Express,2013.0,Not Rated,141.0,"['Action', 'Comedy']",6.0,45.0,47088.0
Identity Thief,2013.0,R,111.0,"['Comedy', 'Crime', 'Drama']",5.7,35.0,120705.0
Third Person,2013.0,R,137.0,"['Drama', 'Romance']",6.3,38.0,25944.0
Belle,2013.0,PG,100.0,"['Biography', 'Drama', 'Romance']",7.3,64.0,27218.0
Department Q: The Keeper of Lost Causes,2013.0,Not Rated,96.0,"['Crime', 'Mystery', 'Thriller']",7.2,62.0,24230.0
Grand Piano,2013.0,R,90.0,"['Drama', 'Music', 'Mystery']",5.9,61.0,16964.0
Miss Violence,2013.0,Unrated,98.0,['Drama'],7.1,75.0,6525.0
Closed Circuit,2013.0,R,96.0,"['Crime', 'Drama', 'Mystery']",6.2,50.0,21033.0
Mystery Road,2013.0,Not Rated,121.0,"['Crime', 'Drama', 'Thriller']",6.6,72.0,5948.0
Concussion,2013.0,R,96.0,['Drama'],5.6,56.0,4089.0
Charlie Countryman,2013.0,R,103.0,"['Comedy', 'Drama', 'Romance']",6.4,31.0,26372.0
Afternoon Delight,2013.0,R,98.0,"['Comedy', 'Drama']",5.7,50.0,9330.0
Hours,2013.0,PG-13,97.0,"['Drama', 'Thriller']",6.4,55.0,27505.0
Planes,2013.0,PG,91.0,"['Animation', 'Adventure', 'Comedy']",5.7,39.0,41309.0
Night Moves,2013.0,R,112.0,"['Drama', 'Thriller']",6.0,75.0,14138.0
V/H/S/2,2013.0,R,96.0,"['Horror', 'Sci-Fi', 'Thriller']",6.0,49.0,34993.0
